"Species_code","site","pre_post","Resilience","Rs_norm","Li_Rs","Li_Rs_norm","Li_Rt","Li_Rt_norm"
"60","ARAR","arge122.crn","90_09",1.1613077546609,0.832897610168016,11.7188243618005,0.462954899721137,3.54502138969272,0.207673550616274
"61","PIPO","az564.crn","50_69",1.03121559243321,0.216872313786157,2.25955364590649,1.23217306236532,3.22718013421279,-0.608266474288735
"62","PIPO","az564.crn","70_89",NA,NA,NA,0.868085997545364,NA,-1.06451210381926
"63","PIPO","az564.crn","90_09",NA,NA,NA,1.25804538344617,NA,-2.31835367487045
"64","PIPO","az565.crn","50_69",0.707024694317909,-1.51018466724565,8.67708586718561,-0.135076068560412,1.21039204967551,-0.49829012100162
"65","PIPO","az565.crn","70_89",1.00821621621622,0.0875198567544735,96.9059829059818,-0.134897035931363,1.90406156288587,-0.547739234831739
"66","PIPO","az565.crn","90_09",0.834660538347815,-0.846273363851366,9.37776445341363,0.239750452701816,4.74198273277697,-1.81260689812962
"67","PSME","az566.crn","50_69",0.968163265306122,-0.133389837980568,4.48983379215743,2.25414127545042,1.63652065326756,-0.171995762724028
"68","PSME","az566.crn","70_89",1.2872027785199,1.26948005461692,1.57900778743054,0.700797478672982,2.82498669632834,-1.15427584376996
"69","PSME","az566.crn","90_09",0.889930562898735,-0.571647113008604,1.67152981461621,1.71758791990664,2.0246036263461,-1.28462107279196
"70","PIPO","az567.crn","50_69",0.982152230971129,-0.0546656324147746,56.8716437184709,1.03381199264819,1.64652197233836,0.886647304487144
"71","PIPO","az567.crn","70_89",1.25752038234467,1.17232938272819,3.98191447995702,1.48578387437136,2.04395388033276,-1.48061319413125
"72","PIPO","az567.crn","90_09",0.933216302115937,-0.330642666962859,2.81507688882793,0.329849880431233,1.86780419452009,-1.3487435412716
"73","PSME","az568.crn","50_69",0.93885223160904,-0.299929055958712,4.92781811061273,-0.647871246539781,11.8642118899333,0.441101130739927
"74","PSME","az568.crn","70_89",0.98174521898214,-0.0652001068705706,6.52092793431916,0.269028073773529,3.53993503813492,-0.772556416802036
"75","PSME","az568.crn","90_09",0.825441300084057,-0.919007357643353,2.08275838858412,1.46307924064042,1.5334410600307,-0.89869112739848
"76","PIPO","az569.crn","50_69",0.94805365214477,-0.253885448425062,1.74485864181269,0.48878581222034,3.46357292009704,-0.611512697251541
"77","PIPO","az569.crn","70_89",1.06360628545834,0.23563560343664,4.85285498607235,0.753840350527775,2.25891145004758,-0.513606861019004
"78","PIPO","az569.crn","90_09",1.09700756330155,0.554586318955348,29.0754595277921,0.210664165713165,1.09331493652423,-0.688087233436413
"79","PSME","az571.crn","50_69",0.903009259259259,-0.502015952797222,8.82073660324664,0.491606382220812,1.90212530177702,-0.750940986854812
"80","PSME","az571.crn","70_89",1.02232254828192,0.168809823876305,2.92917290419162,0.158989029356205,3.07030376593094,-0.847396430272255
"81","PSME","az571.crn","90_09",0.757319960158439,-1.25758542389808,1.32164524916564,0.401118366168677,1.35743562616226,-0.801952137415313
"82","PSME","az573.crn","50_69",NA,NA,NA,-0.188332601146214,NA,0.0687843313427903
"83","PSME","az573.crn","70_89",1.46105593308939,1.70955363869399,0.20038839681968,-0.434011159008029,12.2333358034348,-0.336413408263448
"84","PSME","az573.crn","90_09",0.719390556192346,-1.44885459423095,2.71653148309032,0.393472131605861,2.31302647559493,0.210428394247925
"85","PSME","az574.crn","50_69",NA,NA,NA,-0.925223133992407,NA,-0.588921434169598
"86","PSME","az574.crn","70_89",1.23298298298298,1.09375074432891,0.360292558524433,-0.0847177592891992,9.99636152737581,-0.486120517807694
"87","PSME","az574.crn","90_09",0.805846518338275,-1.01179240158113,3.03213604716968,-0.0173297023105441,2.59034773737393,-0.396958790713847
"88","PSME","az579.crn","50_69",1.07064273306312,0.424766565787159,6.3019558182074,1.08461967901896,1.20896222202376,-0.816912393629044
"89","PSME","az579.crn","70_89",1.23128679562658,1.08752358232367,2.77628445049336,1.03094246548378,3.31803419327165,-0.923178908223908
"90","PSME","az579.crn","90_09",0.754633255024798,-1.2808009961762,1.68500563697858,-0.593367504209723,1.81142111601766,-1.84120585379755
"91","PSME","az580.crn","50_69",0.895825585695487,-0.509561794751916,30.7442512556397,0.339097490575034,3.28839013573826,-1.71091516771211
"92","PSME","az580.crn","70_89",NA,NA,NA,1.74071697686001,NA,-1.54848580667368
"93","PSME","az580.crn","90_09",1.12354845921542,0.0455299068803689,3.75265903038112,0.49165627972457,3.1605040610992,0.0175203412364867
"94","PSME","az581.crn","50_69",1.07701674277017,0.456950109492528,3.11164172150719,0.135769000645293,2.05858132135504,-0.26589174787999
"95","PSME","az581.crn","70_89",1.0869349230005,0.506968213616733,11.73125,0.560459208682419,4.88323565974072,-0.83587397188743
"96","PSME","az581.crn","90_09",0.842539907715614,-0.829963060251795,1.38903761464677,0.935899362524319,1.97312592865846,-1.43385760152357
"97","PSME","az582.crn","50_69",0.74609756097561,-1.32622428036166,3.54996046020789,1.12070712018862,1.67513101417423,-0.319348359127619
"98","PSME","az582.crn","70_89",0.801705756929638,-1.0507837220973,25.9530307474445,-0.429610403913534,10.3595008648258,-0.554013082439755
"99","PSME","az582.crn","90_09",0.961045469899688,-0.175922469851315,1.65582234331913,0.438077831978297,3.54329158401837,-1.90339327939521
"100","PSME","az583.crn","50_69",1.01088911585531,0.0270917138885804,8.57697877860106,-0.201193223883231,2.96977324564236,-1.0983698762745
"101","PSME","az583.crn","70_89",NA,NA,NA,0.438512002402141,NA,-1.72268095318677
"102","PSME","az583.crn","90_09",0.956698117873761,-0.27613613576197,1.44415206667312,1.8800069657541,14.8427166744442,-1.36910088434
"103","PIPO","az585.crn","50_69",1.01448557460835,0.105383622489319,111.866003316752,0.0223441225207983,1.80496445392168,-1.22538523457235
"104","PIPO","az585.crn","70_89",NA,NA,NA,1.02335042170149,NA,-1.46467080948837
"105","PIPO","az585.crn","90_09",1.08191862858064,0.00388505465746112,13.8554090813979,0.382583882035114,3.30403127614298,-0.684676015649779
"106","PSME","az586.crn","50_69",1.11097139264382,0.619106695554538,1.69860410728641,1.72754025006632,3.6478358144738,0.688087233436413
"107","PSME","az586.crn","70_89",0.996971226653205,0.028479252208078,7.41452991452991,2.05953363477486,2.32696582955949,-1.40434865038352
"108","PSME","az586.crn","90_09",0.871003430020304,-0.676703182589293,2.76345993943861,1.00206753300719,2.77531166463535,-0.251955747579395
"109","PSME","az587.crn","50_69",0.945195003823604,-0.265030758431424,5.11430687569436,0.691365249308326,2.5016774878714,0.0768917289379145
"110","PSME","az587.crn","70_89",1.13776337115073,0.735136784164669,1.45339594040004,1.09846439651425,2.63665733909947,-1.29702188764924
"111","PSME","az587.crn","90_09",0.917936783968245,-0.414244862127758,1.53297396832782,1.11734699336058,4.63475346473906,-1.05036922955618
"112","PSME","az588.crn","50_69",1.20718344834273,0.774923378137958,2.29379151455003,0.325474365352176,3.41007036410036,-0.691506476951209
"113","PSME","az588.crn","70_89",1.09956584659913,0.566957173064752,4.44285026480501,-0.1223685665587,2.2368061726522,-0.356447614837713
"114","PSME","az588.crn","90_09",0.756452066393157,-1.2512163234364,1.9770339948097,-0.476046316394218,13.1948401807978,-1.32244051431219
"115","PSME","az589.crn","50_69",0.995319347685904,-0.010545557909667,21.8298248992872,0.386835498844487,3.31393514297841,-1.03183261481441
"116","PSME","az589.crn","70_89",1.07289020116717,0.335300911700534,0.731453394512204,1.548002521247,41.4201208956198,-0.158334088244292
"117","PSME","az589.crn","90_09",0.774623907516655,-1.16585866198058,5.70696188942834,0.860216553552109,1.92804379440786,-1.01364392904554
"118","PSME","az590.crn","50_69",1.03417199561365,0.03511705792359,1.64551025553799,-1.0105598226952,3.59952633374624,0.277077718799655
"119","PSME","az590.crn","70_89",0.912012592244375,-0.447174388809971,1.41899801085824,1.34022334156051,4.22276622522409,-0.674489750196082
"120","PSME","az590.crn","90_09",0.880952380952381,-0.621669518442255,2.26222770242499,0.695432290388816,1.44591812015504,-0.712194913918816
"121","PSME","az591.crn","50_69",0.911071849234393,-0.453872041503979,2.10537458678453,0.734708267649371,1.7909249686855,-0.480062720006317
"122","PSME","az591.crn","70_89",0.844618335591166,-0.791283625096761,44.6935399427052,0.849495727369664,2.40078068583793,-1.00467418317004
"123","PSME","az591.crn","90_09",0.934055606150335,-0.583645250413809,3.33147960714518,-0.348356937811937,1.99265675130486,-0.91495538237059
"124","PIPO","az592.crn","50_69",0.869211411310752,-0.685813399618944,2.70631535629437,1.13789180069534,1.51496813890412,-0.944016355768945
"125","PIPO","az592.crn","70_89",0.907055364125744,-0.476211207237772,4.89493118549638,1.0685607897843,2.03426440415397,-0.931465344299654
"126","PIPO","az592.crn","90_09",1.25356408970447,0.224539696537709,2.3277725834648,-0.244944099307584,1.36504129930716,-1.38299412710064
"127","PSME","az593.crn","50_69",1.0174682938502,0.141126304766455,4.41696371446852,-0.140799334598188,2.11198940528908,-0.572967548495463
"128","PSME","az593.crn","70_89",1.22179627601314,1.05630778026071,8.75065274151438,0.965834064407032,7.61330747426525,-0.664372994296227
"129","PSME","az593.crn","90_09",0.774681152574398,-1.184233849988,2.35368233269487,-0.717873740238305,1.85187815982874,-1.20843048299417
"130","PICL","ca600.crn","50_69",0.875254443898906,-0.641721038620953,1.2513718205178,0.317157546262066,2.98440416209605,0.944016355768945
"131","PICL","ca600.crn","70_89",1.04944649446494,0.313812197861283,3.31725511436256,0.10285278281712,2.6529695295929,-0.97823726581228
"132","PICL","ca600.crn","90_09",NA,NA,NA,0.485950713968717,NA,-0.995784549889172
"133","PSMA","ca601.crn","50_69",0.768129325818478,-1.15107574288962,1.06454738668692,-0.349550735044609,1.85437679739695,1.04570138162229
"134","PSMA","ca601.crn","70_89",1.105561861521,0.594327491912249,4.54941877783354,0.43156046811945,2.30183150218542,-0.948233192883105
"135","PSMA","ca601.crn","90_09",NA,NA,NA,2.18360459450888,NA,-1.11829537820445
"136","PIJE","ca610.crn","50_69",1.00600055781963,-0.152934592719794,2.32777340683934,0.0219218206141719,1.63752034102368,1.39715957049074
"137","PIJE","ca610.crn","70_89",0.753707473102646,-1.28622129607474,2.87804907585442,0.506255051797461,1.02735814445742,-1.82671962834705
"138","PIJE","ca610.crn","90_09",NA,NA,NA,0.359871021465102,NA,-1.37601430566278
"139","PSMA","ca612.crn","50_69",0.877982779827798,-0.63729527970746,6.32974038015763,1.12036860948292,1.56341896618021,-1.36225228740673
"140","PSMA","ca612.crn","70_89",1.08303764367575,-0.0239992136611828,1.65479930141816,-0.392166860381133,3.39834982422999,-0.671109873325814
"141","PSMA","ca612.crn","90_09",NA,NA,4.31508627684319,0.820409729118979,1.07032454589899,-2.78357493978077
"142","JUOC","ca675.crn","50_69",0.923042199535257,-0.385348841952328,1.13911532842069,0.476506885874025,5.14131719483774,-0.42924912602132
"143","JUOC","ca675.crn","70_89",1.48868312757202,1.76449355587593,1.18174085625177,0.0570773531756738,5.68965930902112,-0.417457114943722
"144","JUOC","ca675.crn","90_09",0.965726786582402,-0.148871227733666,5.38011076111433,0.111008809090895,5.06681078405665,-0.614765377149719
"145","PIPO","ca676.crn","50_69",0.909332153494405,-0.463486913044078,1.16566977971064,-0.793482270221174,6.00275105413705,0.701813146754858
"146","PIPO","ca676.crn","70_89",1.26891734575087,1.21020754933583,2.35683022345082,0.118003175398899,4.7420584498094,-0.308023414035647
"147","PIPO","ca676.crn","90_09",0.72289156626506,-1.43203099908692,5.91823812052935,2.16310026357264,5.90470608662664,-1.00914890703783
"148","PIPO","ca679.crn","50_69",0.77167575700583,-1.19847349399351,0.35475113122172,0.242116257788756,19.9400510204081,-0.0795952919906289
"149","PIPO","ca679.crn","70_89",1.21904497501388,1.04780486909236,10.129522431259,0.977694637647475,2.23344524608901,-1.02269597957002
"150","PIPO","ca679.crn","90_09",NA,NA,192.166666666636,0.389037151509355,9.03902862098872,-0.569794326111849
"151","PCGL","cana125.crn","50_69",1.06447690584146,0.354335955942283,4.03470843654105,-0.243779234978546,19.0160877901338,1.03183261481441
"152","PCGL","cana125.crn","70_89",0.996954076850984,0.0282148731261256,16.6202768927016,-0.18003456783182,9.58262160094411,1.06451210381926
"153","PCGL","cana125.crn","90_09",NA,NA,NA,-1.01327259269292,NA,0.694933824212916
"154","PCGL","cana198.crn","50_69",0.93246791094737,-0.333950738039228,5.68504392091336,-1.72716748344441,7.71959889869209,1.55748727814015
"155","PCGL","cana198.crn","70_89",0.961459259639291,-0.171625182094451,0.66336228392113,-1.43655302692659,14.1570744783226,1.66607275286351
"156","PCGL","cana198.crn","90_09",NA,NA,NA,-1.08680364596545,NA,1.01815952584087
"157","PCMA","cana207.crn","50_69",0.979630162023693,-0.0702883512559138,1.06498665483553,0.884283054608078,6.86088059373009,0.339266997342334
"158","PCMA","cana207.crn","70_89",0.807844866244857,-1.01220868292829,0.441403638211254,0.989987751188409,7.51145361234134,0.477040428489443
"159","PCMA","cana207.crn","90_09",NA,NA,NA,-1.62660869796202,NA,1.48061319413125
"160","PIBN","cana208.crn","50_69",0.913464785903358,-0.441165337395009,2.62640386629539,-1.53841705818112,11.8794131120652,0.263100500381996
"161","PIBN","cana208.crn","70_89",0.698121970061808,-1.54760053348909,2.0596305948192,0.170252234732583,2.91057796992188,-0.661015847527782
"162","PIBN","cana208.crn","90_09",NA,NA,NA,-0.763902274190224,NA,-0.654323784116168
"163","PCMA","cana314.crn","50_69",1.02235918059458,0.138987865847088,1.31012587560828,-1.36067754010887,8.17793691303133,1.61434961982352
"164","PCMA","cana314.crn","70_89",0.94390005208793,-0.272502733557056,4.2463405072429,0.369978091368245,10.7847341617541,-0.391133006110676
"165","PCMA","cana314.crn","90_09",0.943027626663676,-0.27554446477821,0.680630985761293,-0.411291214796814,20.1642875772212,-0.0660828961764991
"166","PCSI","cana360.crn","50_69",0.95431769530111,-0.212381133020522,3.10498334617193,-0.393792799602915,49.1146514204002,-0.373734102808184
"167","PCSI","cana360.crn","70_89",1.1674140960847,0.85592355810089,1.57877563286503,-0.704988810689811,8.84611652455925,0.525947432880175
"168","PCSI","cana360.crn","90_09",NA,NA,NA,0.393595681087687,NA,0.382419083386446
"169","PCSI","cana362.crn","50_69",0.865343739427959,-0.69133897064811,2.86150275404251,-0.780040221185099,88.561796260098,-0.0175203412364869
"170","PCSI","cana362.crn","70_89",1.30694836715869,1.32749890904142,1.44950568649828,-0.860033876837995,5.26322679414536,0.147426108683518
"171","PCSI","cana362.crn","90_09",NA,NA,NA,-1.02905749141731,NA,0.772556416802036
"172","ABLA","cana364.crn","50_69",0.966334590338384,-0.144801750332328,0.484438544457698,0.0640405502868152,12.6760654151696,0.851262311235221
"173","ABLA","cana364.crn","70_89",1.01858358074096,0.0958949703428907,1.50756236628238,-1.99060577861996,3.92291781592794,2.94535851292046
"174","ABLA","cana364.crn","90_09",1.16678894595256,0.853638681910605,0.358120044369583,-1.63165177850377,10.4796374899621,1.53085007018247
"175","ABLA","cana368.crn","50_69",1.05585735136351,0.344277359122859,3.63113618091824,1.34222754167031,10.0230753939683,0.598565953520405
"176","ABLA","cana368.crn","70_89",0.950261703707853,-0.254975563289046,22.6794958626836,-1.26901156014322,28.0595105105945,1.32893029535887
"177","ABLA","cana368.crn","90_09",1.07738562091503,0.458857750169844,0.692836948311728,0.0222491153546301,17.7720437163422,1.0740602049666
"178","ABLA","cana369.crn","50_69",1.1136059234298,0.592159981316973,0.860059901586558,0.57042890159779,11.1179372177396,0.965271980454503
"179","ABLA","cana369.crn","70_89",0.939783746359455,-0.291393961628441,0.971346192268487,0.0661288015586065,4.83906238518765,0.712194913918816
"180","ABLA","cana369.crn","90_09",1.09045226130653,0.524627946171284,3.56835906198816,-1.91404878364404,8.34538191444032,2.2132310503004
"181","ABLA","cana374.crn","50_69",1.00862323401646,0.0897489067623614,1.72677582489801,0.781185540141613,4.70414058497604,0.291109281044586
"182","ABLA","cana374.crn","70_89",1.09429175745952,0.437758659103112,1.34001631265084,-0.125859488612915,12.4361963039282,-0.117515435663289
"183","ABLA","cana374.crn","90_09",NA,NA,NA,-1.29455017875853,NA,0.654323784116168
"184","ABLA","cana375.crn","50_69",0.959567501398938,-0.251782425708409,1.87714685493035,-1.79142409969551,12.2038701848928,1.99322733526311
"185","ABLA","cana375.crn","70_89",0.941705397863573,-0.282377725329209,0.137667056543864,0.377974594748132,34.4681471577757,-0.1884324875836
"186","ABLA","cana375.crn","90_09",1.03114367966501,0.216060700970822,9.73492244940304,-0.582518270090582,6.62580336158973,1.40434865038352
"187","ABLA","cana376.crn","50_69",0.96054494474226,-0.179027839875277,0.326189403367859,0.888721353381321,35.5351584060164,2.28045620911531
"188","ABLA","cana376.crn","70_89",0.988526730737901,-0.0264976217549501,1.4127031302251,-1.23188280413377,6.25404708187889,0.63112776340291
"189","ABLA","cana376.crn","90_09",1.23806241414822,1.10549734876621,0.284073604341838,-0.226586416705559,30.0145289380643,1.93746791257021
"190","ABLA","cana383.crn","50_69",0.948317830763398,-0.239455450699412,5.03605828599963,-0.0632605228705543,24.3969669493594,0.0958295926474182
"191","ABLA","cana383.crn","70_89",NA,NA,NA,-1.72554530617925,NA,1.20285546175495
"192","ABLA","cana383.crn","90_09",NA,NA,2.8575947962742,-1.12815314494131,15.6622226804584,0.486120517807694
"193","TSME","cana392.crn","50_69",0.860398697239512,-0.735829484243539,0.398607293737198,-1.39833298450924,134.787743700815,0.969575631253765
"194","TSME","cana392.crn","70_89",0.918307002714656,-0.412315023874963,1.8705338862688,0.195401808078104,6.17949548822647,-0.19392250832973
"195","TSME","cana392.crn","90_09",NA,NA,NA,-0.625595947872465,NA,1.18092024355546
"196","TSME","cana393.crn","50_69",1.01501096699288,0.12659368847107,0.886538872185427,-0.908242639573929,13.5975135572524,0.592130146970437
"197","TSME","cana393.crn","70_89",0.924964430657954,-0.371782774141397,1.65456916176602,0.44901456516923,4.14503454763822,0.0985376508750231
"198","TSME","cana393.crn","90_09",NA,NA,NA,-0.039824406659599,NA,0.618024574271933
"199","ABLA","cana464.crn","50_69",NA,NA,NA,-1.18369263208429,NA,1.00467418317004
"200","ABLA","cana464.crn","70_89",0.965445977815784,-0.15624785113669,0.914232549073381,-0.963624288231572,14.2935504841605,0.691506476951209
"201","ABLA","cana464.crn","90_09",0.951364007829411,-0.228693472847936,1.62489535015355,1.60184765872986,13.6143935569179,0.828253622406457
"202","TSME","cana468.crn","50_69",1.24400882372742,1.12579327563146,1.39564478439911,-1.6790940378438,3.89521904223533,1.74695490156125
"203","TSME","cana468.crn","70_89",1.0175787916644,0.112151761204706,0.688724521503401,-1.35788813072563,99.73738630967,0.91495538237059
"204","TSME","cana468.crn","90_09",0.950057400658086,-0.236725333717107,1.62547655371386,-0.33791620043582,5.29014330529817,0.74026405850011
"205","TSME","cana478.crn","50_69",0.965805011936042,-0.148470413192333,1.2784133518092,-1.49415908964639,3.19361287838622,1.56661674656373
"206","TSME","cana478.crn","70_89",1.17299918288176,0.8776632095761,1.28998772524947,0.0615042988337553,1.97309696030919,0.171995762724028
"207","TSME","cana478.crn","90_09",NA,NA,NA,1.00097272109607,NA,-0.432206414307261
"208","ABLA","cana489.crn","50_69",0.86833761254937,-0.690333977176709,15.2146525276267,-0.491257079080094,26.4235257987336,0.890647553020691
"209","ABLA","cana489.crn","70_89",0.94099938068166,-0.286387613818445,0.696260094490142,-0.321116786655551,11.1161069483839,0.504402595345674
"210","ABLA","cana489.crn","90_09",NA,NA,NA,-1.0923735913736,NA,0.299555634954907
"211","ABLA","cana495.crn","50_69",NA,NA,NA,-1.67874006965426,NA,1.53960808314369
"212","ABLA","cana495.crn","70_89",0.944296232586933,-0.268360029113971,0.799880243341325,-0.147536447057988,34.6330157300283,0.0498837161671573
"213","ABLA","cana495.crn","90_09",0.927888275683229,-0.35962678143937,0.901308500944614,1.52900544238513,6.32443121818589,0.169260940192724
"214","ABLA","cana499.crn","50_69",0.984418998986759,-0.0413043791920887,0.504284974950231,-0.979254052116117,22.4281565303229,0.405722869667675
